ID,Date (GMT),Time (24hr),ConfP (psi),ActP (psi),Load (lbs),SmallLVDT (in),LargeLVDT (in),LVTemp (C),UVTemp (C),PistonTemp (C),LCTemp (C),AmbTemp (C),CFluidTemp,DilaFDBK (mL),Isco Vol (mL),DnStream Flow (SCCM),Schu01 (in),Schu02 (in),PorePress(psig)
4578,1/9/2017,9:51:21 AM,2896.33,1.69336,-28997.5,0.0508822,-0.615965,197.4,179.1,168.6,23.2,22.4,173.2,3.26927,449.823,0,3.89079,3.78124,-1.24048
4579,1/9/2017,9:59:41 AM,2898.16,1.69336,-28997.5,0.0508822,-0.615776,194.4,182.6,168.3,23.2,22.3,174,3.26927,450.21,0,3.89066,3.78065,-1.24048
4580,1/9/2017,10:08:01 AM,2898.16,1.69336,-29008.1,0.0508822,-0.615776,188.8,193.4,168.3,23.3,22.4,174.4,3.26927,451.201,0,3.89079,3.78089,-1.24048
4581,1/9/2017,10:16:21 AM,2896.33,1.69336,-29008.1,0.0508822,-0.61477,188.6,179.2,168.1,23.3,22.4,173.5,3.26927,448.353,0,3.89073,3.78111,-1.24048
4582,1/9/2017,10:24:41 AM,2896.33,1.69336,-29008.1,0.0508822,-0.61477,193.8,182,168,23.2,22.4,173.9,3.26927,449.313,0,3.89051,3.78072,-1.24048
4583,1/9/2017,10:33:01 AM,2896.33,1.69336,-29008.1,0.0508822,-0.61477,176,182.7,168,23.2,22.4,173.8,3.26927,450.597,0,3.89038,3.78059,-1.24048
4584,1/9/2017,10:41:22 AM,2899.07,1.69336,-29008.1,0.0508822,-0.615776,181.4,184,167.9,23.3,22.3,173.8,3.26927,450.21,0,3.89051,3.78083,-1.24048
4585,1/9/2017,10:49:42 AM,2899.07,1.69336,-29008.1,0.0508822,-0.615776,180,185.8,167.9,23.2,22.4,174.1,3.26927,451.201,0,3.89051,3.78078,-1.24048
4586,1/9/2017,10:58:02 AM,2896.33,1.69336,-29008.1,0.0508822,-0.615965,182.3,186.6,167.9,23.3,22.4,174.4,3.26927,451.82,0,3.89051,3.78106,-1.24048
4587,1/9/2017,11:06:22 AM,2896.33,1.69336,-29008.1,0.0508822,-0.615525,177.7,188,168,23.1,22.3,174.4,3.26927,452.547,0,3.89038,3.78089,-1.24048
4588,1/9/2017,11:14:41 AM,2897.24,1.69336,-29008.1,0.0508822,-0.615148,185.5,190.8,167.9,23.2,22.4,173.9,3.26927,451.433,0,3.89045,3.78065,-1.24048
4589,1/9/2017,11:23:01 AM,2898.16,1.69336,-29008.1,0.0508822,-0.61477,191.6,183.9,167.9,23.2,22.3,173.5,3.26927,448.972,0,3.8906,3.78106,-1.24048
4590,1/9/2017,11:31:21 AM,2899.99,1.69336,-29008.1,0.0508822,-0.615965,188,182,167.8,23.3,22.4,174.1,3.26927,449.978,0,3.8906,3.78094,-1.24048
4591,1/9/2017,11:39:41 AM,2897.24,1.69336,-29008.1,0.0508822,-0.615965,195.7,182.3,167.9,23.2,22.3,173.4,3.26927,450.21,0,3.8906,3.78089,-1.24048
4592,1/9/2017,11:48:01 AM,2898.16,1.69336,-28997.5,0.0508822,-0.61477,189.9,182.9,167.9,23.3,22.4,174.1,3.26927,451.093,0,3.89051,3.78078,-1.24048
4593,1/9/2017,11:56:22 AM,2899.99,1.69336,-29008.1,0.0508822,-0.614959,187.9,184.5,167.9,23,22.4,174.4,3.26927,451.82,0,3.89045,3.781,-1.24048
4594,1/9/2017,12:04:42 PM,2899.99,1.69336,-29008.1,0.0508822,-0.615148,185.6,186.5,167.9,23.2,22.4,174.6,3.26927,452.439,0,3.8906,3.78089,-1.24048
4595,1/9/2017,12:13:02 PM,2899.07,1.69336,-29008.1,0.0508822,-0.615965,184,188.5,167.9,23.3,22.4,174.8,3.26927,452.934,0,3.89066,3.7813,-1.24048
4596,1/9/2017,12:21:22 PM,2896.33,1.69336,-28997.5,0.0508822,-0.61477,196.7,190.9,168,23.3,22.6,173.2,3.26927,451.588,0,3.89045,3.78065,-1.24048
4597,1/9/2017,12:29:42 PM,2899.07,1.69336,-29008.1,0.0508822,-0.615965,195.4,190.6,167.9,23.3,22.4,174,3.26927,451.588,0,3.89045,3.78072,-1.24048
4598,1/9/2017,12:38:01 PM,2896.33,1.69336,-29008.1,0.0508822,-0.614959,192.1,191.8,167.9,23.1,22.4,174.2,3.26927,452.207,0,3.89045,3.78059,-1.24048
4599,1/9/2017,12:46:21 PM,2896.33,0.770264,-28997.5,0.0508822,-0.615965,184,192.1,168,23,22.2,173.3,3.26927,451.433,0,3.89038,3.78078,-1.24048
4600,1/9/2017,12:54:41 PM,2897.24,0.770264,-28997.5,0.0508822,-0.615965,192,193.4,167.9,23,22.3,174,3.26927,451.588,0,3.89066,3.78065,-1.24048
4601,1/9/2017,1:03:02 PM,2897.24,1.69336,-29008.1,0.0509006,-0.615776,181.9,192.6,167.7,23.3,22.3,173.9,3.26927,451.433,0,3.89066,3.78157,-1.24048
4602,1/9/2017,1:11:22 PM,2898.16,1.69336,-28997.5,0.0508822,-0.615965,178,192,167.8,23.2,22.4,174.1,3.26927,451.82,0,3.89045,3.78124,-1.24048
4603,1/9/2017,1:19:42 PM,2896.33,1.69336,-29008.1,0.0508822,-0.615965,180.4,193.9,167.7,23.1,22.4,174.3,3.26927,452.052,0,3.89045,3.78054,-1.24048
4604,1/9/2017,1:28:02 PM,2899.99,1.69336,-29008.1,0.0508822,-0.615776,182.2,196.2,168,23.3,22.4,174.6,3.26927,452.331,0,3.8906,3.78111,-1.24048
4605,1/9/2017,1:36:22 PM,2897.24,1.69336,-29008.1,0.0508822,-0.615336,195.5,197,168,23.4,22.4,172.4,3.26927,450.086,0,3.89066,3.78094,-1.24048
4606,1/9/2017,1:44:42 PM,2897.24,1.69336,-29008.1,0.0508822,-0.615148,190.2,193.4,167.8,23.3,22.3,173.2,3.26927,449.978,0,3.89045,3.78078,-2.15869
4607,1/9/2017,1:53:02 PM,2897.24,1.69336,-29008.1,0.0508822,-0.615148,191.4,189.5,167.7,23.2,22.3,173.8,3.26927,450.442,0,3.89051,3.78083,-1.24048
4608,1/9/2017,2:01:21 PM,2898.16,1.69336,-29008.1,0.0508822,-0.615776,181.2,185,167.7,23,22.4,173.3,3.26927,449.978,0,3.89051,3.78094,-1.24048
4609,1/9/2017,2:09:41 PM,2898.16,1.69336,-29008.1,0.0508822,-0.615148,180.8,179.9,167.7,23,22.3,174.1,3.26927,450.938,0,3.89045,3.78119,-1.24048
4610,1/9/2017,2:18:01 PM,2898.16,1.69336,-29008.1,0.0508822,-0.61477,181.2,194,167.8,23.2,22.4,174.4,3.26927,450.938,0,3.89051,3.78094,-2.15869
4611,1/9/2017,2:26:22 PM,2897.24,1.69336,-28997.5,0.0508822,-0.615965,189.4,196.1,168,23.2,22.4,174.4,3.26927,451.325,0,3.89038,3.78078,-1.24048
4612,1/9/2017,2:34:42 PM,2897.24,1.69336,-29008.1,0.0508822,-0.614959,195,182.1,168,23.4,22.5,174,3.26927,449.7,0,3.89038,3.78078,-1.24048
4613,1/9/2017,2:43:02 PM,2897.24,1.69336,-28997.5,0.0508822,-0.614959,193,182.1,167.9,23.4,22.5,174.3,3.26927,450.706,0,3.89038,3.78083,-1.24048
4614,1/9/2017,2:51:22 PM,2896.33,1.69336,-29008.1,0.0508822,-0.615148,182.6,182.3,167.9,23.3,22.6,173.3,3.26927,450.706,0,3.8906,3.78072,-1.24048
4615,1/9/2017,2:59:42 PM,2896.33,1.69336,-29008.1,0.0509006,-0.614959,192.1,183.7,167.6,23.1,22.5,173.8,3.26927,450.597,0,3.8906,3.78083,-1.24048
4616,1/9/2017,3:08:02 PM,2896.33,1.69336,-29008.1,0.0508822,-0.614959,180.8,185.4,167.5,23.2,22.5,173.8,3.26927,451.093,0,3.89045,3.781,-1.24048
4617,1/9/2017,3:16:22 PM,2896.33,1.69336,-29008.1,0.0508822,-0.61477,187.1,187.4,167.5,23.3,22.4,174.1,3.26927,451.712,0,3.89038,3.78072,-1.24048
4618,1/9/2017,3:24:42 PM,2896.33,1.69336,-29008.1,0.0508822,-0.61477,192.1,189.6,167.5,23.3,22.5,174.3,3.26927,452.207,0,3.89045,3.7813,-1.24048
4619,1/9/2017,3:33:01 PM,2897.24,1.69336,-29008.1,0.0508822,-0.615965,191.6,190,167.6,23.3,22.5,174.4,3.26927,452.331,0,3.89051,3.78089,-1.24048
4620,1/9/2017,3:41:22 PM,2896.33,1.69336,-29008.1,0.0508822,-0.614959,194.9,186.6,167.8,23.3,22.4,174.4,3.26927,450.597,0,3.89038,3.78054,-1.24048
4621,1/9/2017,3:49:42 PM,2896.33,1.69336,-29008.1,0.0508822,-0.615148,195.7,182.1,167.9,23.1,22.5,174.4,3.26927,451.201,0,3.8906,3.78043,-1.24048
4622,1/9/2017,3:58:02 PM,2897.24,1.69336,-28997.5,0.0508822,-0.615965,190.8,181.8,168,23.3,22.4,174.6,3.26927,451.944,0,3.89038,3.781,-1.24048
4623,1/9/2017,4:06:22 PM,2897.24,0.770264,-28997.5,0.0509006,-0.61477,187.7,196.2,168.2,22.9,22.3,174.7,3.26927,451.712,0,3.89045,3.78111,-2.15869
4624,1/9/2017,4:14:42 PM,2897.24,1.69336,-29008.1,0.0508822,-0.615336,184.4,196.6,168.3,23.1,22.3,174.8,3.26927,452.207,0,3.89032,3.78078,-1.24048
4625,1/9/2017,4:23:02 PM,2898.16,1.69336,-29008.1,0.0508822,-0.615776,190.4,195.8,168.2,23,22.3,173.7,3.26927,450.597,0,3.89038,3.78043,-1.24048
4626,1/9/2017,4:31:22 PM,2897.24,1.69336,-29008.1,0.0508822,-0.615965,194.7,192,168.3,23.4,22.4,174.2,3.26927,450.938,0,3.89051,3.78054,-1.24048
4627,1/9/2017,4:39:42 PM,2898.16,1.69336,-28997.5,0.0508822,-0.615965,196.1,188.5,168.3,23.3,22.4,174.4,3.26927,451.325,0,3.89045,3.78072,-2.15869
4628,1/9/2017,4:48:02 PM,2897.24,1.69336,-28997.5,0.0508822,-0.615776,192.6,178.4,168.5,23.2,22.6,174.6,3.26927,451.588,0,3.89032,3.78048,-1.24048
4629,1/9/2017,4:56:22 PM,2896.33,1.69336,-29008.1,0.0508822,-0.614959,173.9,183.6,168.6,23.2,22.5,173.6,3.26927,451.325,0,3.89051,3.78089,-1.24048
4630,1/9/2017,5:04:42 PM,2898.16,1.69336,-28997.5,0.0509006,-0.614959,180.6,188.6,168.3,23.2,22.6,173.9,3.26927,450.21,0,3.89038,3.78054,-1.24048
4631,1/9/2017,5:13:02 PM,2897.24,1.69336,-29008.1,0.0509006,-0.614959,178.8,195.6,168.3,23.2,22.4,174.2,3.26927,450.706,0,3.89038,3.7802,-1.24048
4632,1/9/2017,5:21:22 PM,2897.24,1.69336,-29008.1,0.0508822,-0.615776,187.9,195.8,168.2,22.9,22.4,173.6,3.26927,449.7,0,3.89025,3.78054,-1.24048
4633,1/9/2017,5:29:42 PM,2897.24,1.69336,-29008.1,0.0509006,-0.61477,185.5,194.1,168.3,22.9,22.3,174.4,3.26927,450.938,0,3.89019,3.78048,-1.24048
4634,1/9/2017,5:38:02 PM,2897.24,1.69336,-29008.1,0.0509006,-0.614959,183.4,195.3,168.4,23,22.2,174.6,3.26927,451.944,0,3.89045,3.78106,-1.24048
4635,1/9/2017,5:46:22 PM,2899.99,0.770264,-29008.1,0.0508822,-0.615525,181.6,195.1,168.5,23.2,22.3,174.8,3.26927,452.207,0,3.89032,3.78072,-1.24048
4636,1/9/2017,5:54:42 PM,2899.99,1.69336,-29008.1,0.0508822,-0.615965,185.8,182.2,168.4,23.1,22.4,174.6,3.26927,450.814,0,3.89032,3.78072,-1.24048
4637,1/9/2017,6:03:02 PM,2899.07,1.69336,-29008.1,0.0509006,-0.61477,183.9,181.7,168.4,23.2,22.4,174.8,3.26927,451.82,0,3.89032,3.78094,-1.24048
4638,1/9/2017,6:11:22 PM,2897.24,1.69336,-29008.1,0.0508822,-0.615776,182.7,183.6,168.5,23.3,22.4,174.9,3.26927,452.439,0,3.89038,3.78065,-2.15869
4639,1/9/2017,6:19:43 PM,2898.16,1.69336,-29008.1,0.0508822,-0.615965,181.6,189.9,168.6,23.3,22.4,175,3.26927,452.671,0,3.89045,3.78054,-1.24048
4640,1/9/2017,6:28:02 PM,2898.16,1.69336,-29008.1,0.0508822,-0.615776,181.5,189.5,168.7,23.1,22.4,175.1,3.26927,452.934,0,3.89006,3.78013,-1.24048
4641,1/9/2017,6:36:22 PM,2899.99,1.69336,-29008.1,0.0508822,-0.614959,188.9,188.8,168.7,23.2,22.4,173.7,3.26927,451.201,0,3.89025,3.78054,-1.24048
4642,1/9/2017,6:44:42 PM,2896.33,1.69336,-29008.1,0.0508822,-0.615148,184,190.7,168.6,23.2,22.4,174.5,3.26927,452.207,0,3.89025,3.78059,-1.24048
4643,1/9/2017,6:53:02 PM,2899.07,1.69336,-29008.1,0.0508822,-0.615525,178.8,193.4,168.6,23,22.1,174.4,3.26927,452.052,0,3.89038,3.78078,-1.24048
4644,1/9/2017,7:01:22 PM,2899.99,1.69336,-29008.1,0.0508822,-0.615965,194,196.5,168.3,23.2,22.2,173.1,3.26927,449.591,0,3.89045,3.78089,-1.24048
4645,1/9/2017,7:09:42 PM,2897.24,1.69336,-29008.1,0.0508822,-0.615965,197,176.6,168.3,23,22.3,173.8,3.26927,448.972,0,3.89019,3.78048,-1.24048
4646,1/9/2017,7:18:02 PM,2898.16,1.69336,-28997.5,0.0508822,-0.61477,192.6,183.7,168.3,23.2,22.4,174.1,3.26927,450.21,0,3.8906,3.78043,-1.24048
4647,1/9/2017,7:26:22 PM,2897.24,1.69336,-28997.5,0.0508822,-0.61477,189.6,197.3,168.5,23.2,22.3,174.5,3.26927,450.319,0,3.89038,3.78065,-1.24048
4648,1/9/2017,7:34:43 PM,2896.33,1.69336,-29008.1,0.0508822,-0.615525,173.3,197.3,168.6,23.3,22.5,173.2,3.26927,449.978,0,3.89032,3.78078,-1.24048
4649,1/9/2017,7:43:03 PM,2897.24,1.69336,-29008.1,0.0508822,-0.615525,180.1,195,168.3,23.6,22.6,173.7,3.26927,449.467,0,3.89032,3.78078,-1.24048
4650,1/9/2017,7:51:22 PM,2896.33,1.69336,-29008.1,0.0508822,-0.615965,186.4,177.3,168.3,23.3,22.4,174.1,3.26927,449.823,0,3.89025,3.78059,-1.24048
4651,1/9/2017,7:59:42 PM,2899.07,1.69336,-29008.1,0.0508822,-0.61477,181,187.7,168.4,22.9,22.3,174,3.26927,449.978,0,3.89012,3.78008,-1.24048
4652,1/9/2017,8:08:02 PM,2897.24,1.69336,-28997.5,0.0508822,-0.61477,180.6,191,168.5,23,22.1,174.4,3.26927,451.201,0,3.89006,3.78002,-1.24048
4653,1/9/2017,8:16:22 PM,2898.16,1.69336,-29008.1,0.0508822,-0.61477,182.1,182.1,168.6,23.2,22.3,174.2,3.26927,449.591,0,3.89012,3.781,-1.24048
4654,1/9/2017,8:24:42 PM,2897.24,1.69336,-28997.5,0.0508822,-0.615148,180.8,181.5,168.7,23.2,22.3,174.6,3.26927,450.814,0,3.89019,3.78013,-2.15869
4655,1/9/2017,8:33:02 PM,2896.33,1.69336,-29008.1,0.0508822,-0.615965,179.9,182.1,168.8,23.2,22.4,174.7,3.26927,451.557,0,3.89019,3.78048,-1.24048
4656,1/9/2017,8:41:22 PM,2896.33,1.69336,-28997.5,0.0508822,-0.615965,186.3,193.5,168.8,23.3,22.4,174.7,3.26927,451.944,0,3.89032,3.78072,-1.24048
4657,1/9/2017,8:49:43 PM,2899.07,1.69336,-29008.1,0.0509006,-0.615525,177.6,196.4,168.9,23.3,22.4,174.7,3.26927,452.207,0,3.89032,3.78083,-1.24048
4658,1/9/2017,8:58:03 PM,2899.99,1.69336,-29008.1,0.0508822,-0.615965,185,192.6,168.8,23.3,22.5,174.3,3.26927,450.086,0,3.89032,3.78059,-1.24048
4659,1/9/2017,9:06:23 PM,2896.33,1.69336,-29008.1,0.0508822,-0.615965,179.8,183.5,168.8,23.2,22.6,172.7,3.26927,449.467,0,3.89032,3.78048,-1.24048
4660,1/9/2017,9:14:42 PM,2896.33,1.69336,-28997.5,0.0508822,-0.615965,191.5,181.5,168.5,23.3,22.6,173.7,3.26927,449.467,0,3.89025,3.78008,-1.24048
4661,1/9/2017,9:23:02 PM,2896.33,1.69336,-29008.1,0.0508822,-0.615148,195.8,182.3,168.6,23.2,22.4,174.1,3.26927,450.597,0,3.89019,3.78037,-1.24048
4662,1/9/2017,9:31:22 PM,2896.33,1.69336,-29008.1,0.0508822,-0.61477,199.7,182.8,168.7,23.3,22.4,174.3,3.26927,451.046,0,3.88991,3.78026,-1.24048
4663,1/9/2017,9:39:42 PM,2896.33,1.69336,-29008.1,0.0508822,-0.61477,198.4,183.4,168.8,23.2,22.6,174.5,3.26927,451.82,0,3.89025,3.78037,-1.24048
4664,1/9/2017,9:48:02 PM,2898.16,1.69336,-29008.1,0.0508822,-0.615525,193.1,183.7,168.9,23.2,22.6,174.7,3.26927,452.207,0,3.89012,3.78054,-1.24048
4665,1/9/2017,9:56:22 PM,2899.99,1.69336,-29008.1,0.0508822,-0.61477,189.1,183.4,168.9,23.2,22.6,175,3.26927,452.547,0,3.89025,3.78054,-1.24048
4666,1/9/2017,10:04:43 PM,2899.07,1.69336,-29008.1,0.0509006,-0.615776,198.8,199.1,169.1,23.4,22.4,174.2,3.26927,450.597,0,3.89025,3.78032,-1.24048
4667,1/9/2017,10:13:03 PM,2899.99,0.770264,-29008.1,0.0508822,-0.61477,193.8,194.4,168.9,23.1,22.3,174.6,3.26927,450.706,0,3.89025,3.78013,-1.24048
4668,1/9/2017,10:21:23 PM,2896.33,0.770264,-29008.1,0.0508822,-0.615965,197.8,177.6,168.9,23.2,22.4,174,3.26927,450.086,0,3.89038,3.78072,-1.24048
4669,1/9/2017,10:29:43 PM,2897.24,1.69336,-29008.1,0.0508822,-0.61477,193.3,184.5,168.8,23.4,22.3,174.4,3.26927,450.814,0,3.89025,3.78032,-1.24048
4670,1/9/2017,10:38:03 PM,2899.07,1.69336,-29008.1,0.0508822,-0.615965,184.2,186.7,168.8,23.3,22.4,174.4,3.26927,451.201,0,3.89032,3.78054,-1.24048
4671,1/9/2017,10:46:22 PM,2898.16,1.69336,-29008.1,0.0508822,-0.615965,182.9,192.8,168.8,23.3,22.6,174.7,3.26927,449.7,0,3.89045,3.78048,-1.24048
4672,1/9/2017,10:54:42 PM,2897.24,1.69336,-29008.1,0.0508822,-0.615336,181.2,178.2,168.8,23.2,22.4,174.7,3.26927,450.319,0,3.89019,3.78059,-1.24048
4673,1/9/2017,11:03:02 PM,2897.24,1.69336,-29008.1,0.0509006,-0.615336,179.6,190.9,168.8,23.2,22.3,174.7,3.26927,450.706,0,3.89019,3.78013,-2.15869
4674,1/9/2017,11:11:22 PM,2897.24,1.69336,-29008.1,0.0508822,-0.615148,182.2,193.1,168.8,23.2,22.4,174.5,3.26927,449.08,0,3.89006,3.78002,-1.24048
4675,1/9/2017,11:19:42 PM,2899.07,1.69336,-29008.1,0.0508822,-0.615336,180.6,185.2,168.8,23,22.3,174.7,3.26927,449.978,0,3.89006,3.78008,-1.24048
4676,1/9/2017,11:28:03 PM,2899.07,1.69336,-29008.1,0.0508822,-0.615525,184.2,181.3,168.8,23.3,22.3,174.5,3.26927,450.21,0,3.89012,3.78026,-2.15869
4677,1/9/2017,11:36:23 PM,2896.33,1.69336,-29008.1,0.0508822,-0.615965,186.6,182.7,168.9,23.5,22.4,174.7,3.26927,451.093,0,3.89012,3.7802,-1.24048
4678,1/9/2017,11:44:43 PM,2896.33,1.69336,-29008.1,0.0508822,-0.61477,191,182.3,168.8,23.2,22.4,174.1,3.26927,450.706,0,3.89012,3.78059,-1.24048
4679,1/9/2017,11:53:03 PM,2896.33,0.770264,-29008.1,0.0508822,-0.615148,191.8,183.6,168.7,23.3,22.4,174.5,3.26927,451.588,0,3.89006,3.78013,-1.24048
4680,1/10/2017,12:01:23 AM,2896.33,1.69336,-29008.1,0.0508822,-0.615776,193.6,186,168.7,23.2,22.4,174.6,3.26927,452.207,0,3.89012,3.78043,-1.24048
4681,1/10/2017,12:09:42 AM,2898.16,1.69336,-29008.1,0.0508822,-0.61477,196.2,197,168.8,23.2,22.3,174.8,3.26927,451.325,0,3.89006,3.78013,-1.24048
4682,1/10/2017,12:18:02 AM,2896.33,1.69336,-29008.1,0.0508822,-0.614959,192.2,182.4,168.8,23.3,22.4,174.9,3.26927,450.938,0,3.89019,3.78032,-1.24048
4683,1/10/2017,12:26:22 AM,2897.24,1.69336,-29008.1,0.0508822,-0.615965,189.6,181.4,168.9,23.2,22.4,174.9,3.26927,451.712,0,3.89012,3.78026,-1.24048
4684,1/10/2017,12:34:42 AM,2898.16,1.69336,-29008.1,0.0508822,-0.615148,186.8,193.1,168.9,23.3,22.4,175,3.26927,452.207,0,3.89006,3.7802,-1.24048
4685,1/10/2017,12:43:03 AM,2896.33,1.69336,-28997.5,0.0508822,-0.615776,185.3,195.4,168.9,23.5,22.4,175.1,3.26927,451.944,0,3.88999,3.78013,-1.24048
4686,1/10/2017,12:51:23 AM,2896.33,1.69336,-29008.1,0.0508822,-0.615525,179,191,168.9,23.2,22.4,173.3,3.26927,450.597,0,3.89012,3.78002,-1.24048
4687,1/10/2017,12:59:43 AM,2896.33,1.69336,-29008.1,0.0508822,-0.615336,191.2,188,168.6,23.3,22.4,174,3.26927,449.978,0,3.89019,3.78065,-1.24048
4688,1/10/2017,1:08:03 AM,2896.33,1.69336,-28997.5,0.0508822,-0.615776,192,178.4,168.6,23.2,22.4,174.3,3.26927,450.319,0,3.89006,3.78008,-1.24048
4689,1/10/2017,1:16:23 AM,2899.99,1.69336,-29008.1,0.0508822,-0.615336,182.3,183.7,168.5,23.1,22.4,173.5,3.26927,449.467,0,3.89012,3.78002,-1.24048
4690,1/10/2017,1:24:43 AM,2897.24,1.69336,-29008.1,0.0508822,-0.615148,181.3,196.2,168.5,23.2,22.4,174.4,3.26927,449.978,0,3.88991,3.77991,-1.24048
4691,1/10/2017,1:33:03 AM,2897.24,1.69336,-29008.1,0.0508822,-0.615965,183.7,196.8,168.5,23.2,22.3,174.4,3.26927,450.597,0,3.89012,3.77985,-1.24048
4692,1/10/2017,1:41:22 AM,2899.07,1.69336,-28997.5,0.0508822,-0.615965,194.2,196.4,168.5,23.2,22.4,174.3,3.26927,450.319,0,3.89025,3.78043,-1.24048
4693,1/10/2017,1:49:42 AM,2896.33,1.69336,-29008.1,0.0508822,-0.615776,194.4,177.9,168.6,23,22.3,174.4,3.26927,450.319,0,3.88999,3.77991,-1.24048
4694,1/10/2017,1:58:03 AM,2898.16,1.69336,-29008.1,0.0508822,-0.615965,184.6,181.7,168.5,23.3,22.4,172.9,3.26927,448.585,0,3.89019,3.78059,-1.24048
4695,1/10/2017,2:06:23 AM,2897.24,1.69336,-29008.1,0.0508822,-0.615336,182.9,197.5,168.2,23.2,22.4,173.9,3.26927,448.477,0,3.89019,3.77996,-1.24048
4696,1/10/2017,2:14:43 AM,2897.24,1.69336,-29008.1,0.0508822,-0.615148,181.5,197,168.3,23.1,22.3,174.2,3.26927,449.467,0,3.89025,3.7802,-1.24048
4697,1/10/2017,2:23:03 AM,2896.33,1.69336,-29008.1,0.0508822,-0.615148,184.2,194.4,168.3,23.2,22.4,173.8,3.26927,449.591,0,3.89006,3.78037,-1.24048
4698,1/10/2017,2:31:23 AM,2898.16,1.69336,-29008.1,0.0508822,-0.615776,182.9,190.5,168.4,23.2,22.4,174.4,3.26927,450.319,0,3.88991,3.7798,-2.15869
4699,1/10/2017,2:39:43 AM,2899.07,1.69336,-28997.5,0.0508822,-0.615525,180.6,186.2,168.5,23.2,22.4,174.6,3.26927,450.938,0,3.88999,3.78032,-2.15869
4700,1/10/2017,2:48:03 AM,2896.33,1.69336,-29008.1,0.0508822,-0.61477,193.3,183.7,168.3,23.1,22.4,173,3.26927,448.972,0,3.88999,3.78072,-1.24048
4701,1/10/2017,2:56:23 AM,2896.33,1.69336,-28997.5,0.0508822,-0.61477,192.2,182.6,168.3,23.3,22.4,174,3.26927,450.21,0,3.88978,3.78054,-1.24048
4702,1/10/2017,3:04:42 AM,2897.24,1.69336,-29008.1,0.0508822,-0.615148,197.8,182.2,168.4,23.4,22.5,174.3,3.26927,450.938,0,3.88999,3.77985,-1.24048
4703,1/10/2017,3:13:02 AM,2898.16,1.69336,-29008.1,0.0508822,-0.615336,194.4,182.2,168.5,23.2,22.4,174.4,3.26927,451.433,0,3.88984,3.78008,-1.24048
4704,1/10/2017,3:21:23 AM,2897.24,1.69336,-29008.1,0.0508822,-0.614959,189.9,197.8,168.6,23,22.4,174.7,3.26927,451.201,0,3.89012,3.7802,-1.24048
4705,1/10/2017,3:29:43 AM,2898.16,0.770264,-29008.1,0.0508822,-0.614959,187.4,181.2,168.8,23.3,22.3,174.9,3.26927,450.21,0,3.89019,3.78043,-1.24048
4706,1/10/2017,3:38:03 AM,2896.33,1.69336,-28997.5,0.0508822,-0.614959,191.2,182.2,168.8,23.3,22.4,173.4,3.26927,449.978,0,3.88991,3.78013,-1.24048
4707,1/10/2017,3:46:23 AM,2896.33,1.69336,-29008.1,0.0508822,-0.61477,180.9,183,168.6,23.3,22.4,173.8,3.26927,450.319,0,3.88991,3.78037,-1.24048
4708,1/10/2017,3:54:43 AM,2896.33,1.69336,-29008.1,0.0508822,-0.614959,189.5,185,168.5,23.3,22.4,174.2,3.26927,450.814,0,3.88999,3.7802,-1.24048
4709,1/10/2017,4:03:03 AM,2898.16,1.69336,-29008.1,0.0508822,-0.615965,192,198.6,168.6,23.3,22.4,174.4,3.26927,450.442,0,3.88999,3.78013,-1.24048
4710,1/10/2017,4:11:23 AM,2899.07,1.69336,-28997.5,0.0508822,-0.615148,192.6,195.7,168.6,23.3,22.3,174.4,3.26927,450.706,0,3.88991,3.78026,-1.24048
4711,1/10/2017,4:19:43 AM,2896.33,1.69336,-29008.1,0.0508822,-0.615148,197.5,191.7,168.6,23.3,22.3,174.6,3.26927,451.093,0,3.89006,3.78013,-1.24048
4712,1/10/2017,4:28:03 AM,2896.33,1.69336,-29008.1,0.0508822,-0.615776,191.6,179.8,168.7,23.3,22.3,174.7,3.26927,451.325,0,3.89006,3.78008,-1.24048
4713,1/10/2017,4:36:23 AM,2896.33,0.770264,-28997.5,0.0508822,-0.614959,183.2,181.8,168.6,23.2,22.3,174,3.26927,450.597,0,3.88984,3.78002,-1.24048
4714,1/10/2017,4:44:43 AM,2898.16,0.770264,-29008.1,0.0508822,-0.615148,188,192.5,168.5,23.1,22.3,174.2,3.26927,450.597,0,3.88978,3.77996,-1.24048
4715,1/10/2017,4:53:03 AM,2897.24,1.69336,-28997.5,0.0508822,-0.615965,184.4,197,168.4,22.9,22.4,174.5,3.26927,450.21,0,3.89025,3.78032,-1.24048
4716,1/10/2017,5:01:23 AM,2899.99,1.69336,-28997.5,0.0508822,-0.61477,182.9,186.7,168.5,23.2,22.3,174.8,3.26927,450.21,0,3.88991,3.77991,-2.15869
4717,1/10/2017,5:09:43 AM,2899.07,0.770264,-29008.1,0.0508822,-0.614959,181.8,183.5,168.5,23.1,22.4,174.9,3.26927,451.093,0,3.88978,3.7802,-2.15869
4718,1/10/2017,5:18:03 AM,2898.16,1.69336,-29008.1,0.0508822,-0.615148,185.1,181.5,168.5,23.1,22.4,174.3,3.26927,450.706,0,3.88999,3.78048,-1.24048
4719,1/10/2017,5:26:23 AM,2899.99,1.69336,-29008.1,0.0509006,-0.61477,182.9,185,168.5,23.1,22.4,174.7,3.26927,451.433,0,3.88984,3.78043,-1.24048
